id,gender,masterCategory,subCategory,articleType,baseColour,season,year,usage,productDisplayName,price_estimate,is_recent
41967,Boys,Apparel,Topwear,Tshirts,White,Summer,2012,Casual,Gini and Jony Boys United White T-shirt,2266,False
44429,Men,Footwear,Shoes,Formal Shoes,Black,Summer,2013,Formal,Gliders Men Black Formal Shoes,728,False
57802,Women,Personal Care,Makeup,Highlighter and Blush,Brown,Spring,2017,Unknown,Lotus Herbals Natural Blend Botanical Brew Ginger Blusher 604,2101,True
58076,Women,Accessories,Jewellery,Earrings,Multi,Fall,2012,Casual,Rreverie Multi Coloured Earrings,2375,False
14359,Women,Footwear,Shoes,Heels,Copper,Winter,2015,Casual,Catwalk Women Casual Copper Heels,2658,True
39041,Men,Accessories,Cufflinks,Cufflinks,Steel,Summer,2012,Formal,Belmonte Men Steel Bright Assorted Cufflinks,3340,False
59998,Women,Footwear,Shoes,Heels,Multi,Winter,2015,Casual,Catwalk Women Multi Coloured Heels,4297,True
21882,Women,Apparel,Topwear,Tunics,Blue,Fall,2011,Ethnic,BIBA OUTLET Women Printed Navy Blue Kaftan Top,2181,False
36835,Men,Footwear,Shoes,Sports Shoes,Grey,Summer,2012,Sports,Nike Men Lunarglide Grey Sports Shoes,1134,False
20950,Men,Footwear,Flip Flops,Flip Flops,Blue,Fall,2011,Casual,ADIDAS Men Distorted Blue Flip Flops,1249,False
40089,Men,Apparel,Bottomwear,Track Pants,White,Summer,2012,Casual,ADIDAS Men White Track Pants,388,False
38193,Men,Accessories,Eyewear,Sunglasses,Gold,Winter,2016,Casual,Polaroid Men Sunglasses,2492,True
18594,Men,Accessories,Wallets,Wallets,Brown,Summer,2011,Casual,New Hide Men Antique Brown Wallet,2893,False
27349,Women,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Tantra Women Hippy Grey T-shirt,3648,False
7865,Men,Apparel,Topwear,Tshirts,Black,Fall,2011,Casual,Proline Men Black Printed Polo T-shirt,4164,False
8011,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Sports,Fila Men's Round Neck Yellow T-shirt,310,False
28301,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Fastrack Men Black Sunglasses M069BK3,600,True
13940,Men,Apparel,Topwear,Shirts,Grey,Fall,2011,Casual,United Colors of Benetton Men Check Grey Shirt,2239,False
12892,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,Puma Men Casual Black Shoes,1191,False
7059,Unisex,Accessories,Bags,Backpacks,Blue,Summer,2011,Sports,Nike Unisex Classic Blue Black Backpack,3358,False
54489,Women,Accessories,Bags,Handbags,Orange,Summer,2012,Casual,Lino Perros Women Orange Sling Bag,2788,False
2719,Boys,Apparel,Bottomwear,Trousers,Blue,Summer,2011,Casual,Disney Kids Boy's Tiger Print Denim Pants,3018,False
50815,Unisex,Accessories,Wallets,Wallets,Brown,Summer,2012,Casual,New Hide Unisex Brown Passport Holder,3114,False
49104,Women,Personal Care,Lips,Lip Plumper,Beige,Spring,2017,Casual,Deborah Natural Beige Volume Lip Plumper 6,1403,True
8223,Men,Accessories,Bags,Backpacks,Black,Winter,2016,Casual,Fastrack Men Black Grey Laptop Backpack,522,True
19674,Women,Apparel,Topwear,Tops,Black,Summer,2011,Casual,United Colors of Benetton Women Printed Black Top,3973,False
27947,Men,Apparel,Innerwear,Trunk,Blue,Summer,2016,Casual,Jockey CSM Men Comfort Stretch Blue Trunks CS04,4246,True
50029,Men,Apparel,Innerwear,Innerwear Vests,White,Summer,2016,Casual,Hanes Men Pack of 2 White 100% Cotton Sleeveless Vests,2328,True
28133,Men,Apparel,Innerwear,Briefs,Black,Summer,2016,Casual,Jockey COMFORT PLUS Men Black Brief 8044,432,True
22409,Men,Apparel,Bottomwear,Trousers,Navy Blue,Fall,2011,Casual,Mark Taylor Men Solid Navy Blue Trouser,2708,False
49938,Men,Apparel,Innerwear,Innerwear Vests,Black,Summer,2016,Casual,Hanes Men Black Innerwear Vest,2237,True
31822,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Titan Men Chronograph Black Dial Watch,4121,True
26895,Women,Apparel,Topwear,Tops,Lavender,Summer,2012,Casual,Jealous 21 Women Lavender Printed Top,3194,False
59396,Men,Footwear,Shoes,Casual Shoes,Charcoal,Summer,2012,Casual,Gliders Men Charcoal Shoes,3695,False
58244,Women,Accessories,Wallets,Wallets,Black,Summer,2012,Casual,Baggit Women Black Wallet,2543,False
15885,Unisex,Footwear,Shoes,Casual Shoes,Navy Blue,Winter,2012,Casual,Warner Bros Kids Unisex TJ Chase Casual Navy Blue Casual Shoes,4184,False
39273,Men,Footwear,Shoes,Casual Shoes,Khaki,Winter,2018,Casual,Red Chief Men Khaki Shoes,3572,True
14957,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Status Quo Men Printed White Tshirts,3256,False
33749,Women,Apparel,Topwear,Tunics,Blue,Summer,2012,Casual,Vero Moda Women Tulle Blue Tunic,2048,False
49560,Women,Accessories,Bags,Clutches,White,Spring,2013,Casual,Spice Art Women White Clutch,1859,False
22851,Men,Footwear,Shoes,Casual Shoes,Khaki,Summer,2012,Casual,Woodland Men Khaki Casual Shoes,3150,False
8647,Unisex,Accessories,Eyewear,Sunglasses,Blue,Winter,2016,Casual,Fastrack Unisex Denim Sunglasses,946,True
19210,Men,Accessories,Belts,Belts,Brown,Summer,2011,Casual,United Colors of Benetton Men Solid Brown Belt,3509,False
34934,Women,Apparel,Topwear,Dupatta,Blue,Summer,2012,Ethnic,Fabindia Blue Dupatta,3233,False
9795,Unisex,Accessories,Bags,Backpacks,Red,Fall,2011,Casual,ADIDAS Unisex NBA Bulls BP Red Backpacks,2094,False
46528,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Timex Men Gunmetal Toned Dial Watch,2827,True
55903,Women,Personal Care,Nails,Nail Polish,Pink,Spring,2017,Casual,Colorbar Quick Finish Nail Lacquer 15,4202,True
34108,Girls,Apparel,Topwear,Tops,Pink,Summer,2012,Casual,Doodle Girls Printed Orange Top,2407,False
28557,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,Nike Men Club Polo Blue T-shirt,856,False
43866,Women,Accessories,Jewellery,Earrings,Gold,Summer,2012,Ethnic,Royal Diadem Earrings,4165,False
58620,Women,Accessories,Jewellery,Earrings,Silver,Winter,2016,Casual,ToniQ Women Silver Earrings,2919,True
10993,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Inkfruit Men Tea Kwon Do Grey Tshirts,3292,False
5158,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011,Casual,Inkfruit Men's Hell Raiser Brown T-shirt,1457,False
11841,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2013,Casual,Playboy Men Casual Brown Casual Shoes,4140,False
57668,Women,Personal Care,Nails,Nail Polish,Red,Spring,2017,Casual,Lotus Herbals Crimson Red Nail Polish 912,1967,True
5964,Men,Apparel,Topwear,Shirts,Blue,Summer,2011,Casual,Locomotive Men Blue White Brown Checked Shirt,2263,False
25248,Women,Accessories,Bags,Handbags,Orange,Summer,2012,Casual,Lino Perros Women Leatherette Orange Handbag,1547,False
39617,Women,Footwear,Shoes,Heels,Brown,Winter,2015,Casual,Catwalk Women Brown Wedges,3916,True
20508,Women,Accessories,Bags,Handbags,Black,Winter,2015,Casual,Baggit Women Possible Taj Black Handbag,807,True
33923,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Citizen Women White Dial Watch,2222,True
52128,Girls,Apparel,Dress,Dresses,Blue,Summer,2012,Casual,Doodle Girls Blue Washed Dress,427,False
25846,Women,Apparel,Topwear,Kurtas,Multi,Summer,2012,Ethnic,Diva Women Printed Multi Coloured Kurta,2145,False
44871,Men,Apparel,Bottomwear,Shorts,Navy Blue,Summer,2013,Casual,Puma Men Navy Blue Jamaica Jam Shorts,1170,False
39425,Men,Apparel,Topwear,Tshirts,Red,Spring,2013,Casual,U.S. Polo Assn. Men Red Polo T-Shirt,3724,False
52914,Women,Apparel,Saree,Sarees,Red,Summer,2012,Ethnic,FNF Printed Red Sari,1213,False
56588,Women,Personal Care,Makeup,Kajal and Eyeliner,Copper,Spring,2017,Casual,Streetwear Metal-Eyes Copper Glaze Eye Liner,887,True
19022,Women,Footwear,Shoes,Heels,Tan,Winter,2015,Casual,Catwalk Women Trendy Tan Flats,3321,True
49752,Men,Accessories,Ties,Ties,Lavender,Summer,2012,Formal,Parx Men Lavender Tie,2051,False
8475,Women,Apparel,Topwear,Tops,Purple,Fall,2011,Casual,Scullers For Her Women Check Purple Top,774,False
16856,Women,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,Idee Women Funky Eyewear Black Sunglasses,1155,True
31648,Men,Apparel,Topwear,Shirts,Purple,Summer,2012,Formal,Indigo Nation Men Striped Purple Shirt,3947,False
17984,Unisex,Accessories,Bags,Backpacks,Black,Fall,2011,Casual,U.S. Polo Assn. Unisex Laptop Black Backpack,2283,False
48680,Women,Accessories,Jewellery,Earrings,Silver,Summer,2012,Casual,Lucera Women Silver Earrings With Gold Plating,979,False
43268,Women,Apparel,Topwear,Kurtas,Pink,Summer,2012,Ethnic,Aneri Women Pink Kurta,3567,False
13518,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Probase Men Stripes Blue Shirts,1817,False
2973,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2010,Casual,Puma Men's Heroes Yellow T-shirt,3272,False
28765,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Aurelia Women Printed White Kurta,1064,False
49594,Women,Footwear,Shoes,Flats,Black,Winter,2015,Casual,Catwalk Women Black Flats,1893,True
26439,Women,Accessories,Bags,Handbags,Black,Winter,2015,Casual,Spice Art Women Beaded Bow Black Handbag,2738,True
54019,Women,Accessories,Bags,Handbags,Blue,Summer,2012,Casual,Kiara Women Blue Handbag,2318,False
2389,Men,Footwear,Shoes,Casual Shoes,White,Winter,2018,Casual,Red Tape Men Casual White Shoe,2688,True
9761,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011,Casual,Classic Polo Men Ikon Maroon Polo Tshirts,2060,False
23977,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Formal,Peter England Men Blue Striped Shirt,4276,False
42940,Men,Accessories,Belts,Belts,Black,Summer,2012,Casual,French Connection Men Black Reversible Belt,3239,False
6729,Men,Footwear,Sandal,Sandals,Green,Winter,2011,Casual,Puma Men Pumpom Olive Black Floater,3028,False
37779,Men,Apparel,Topwear,Shirts,Green,Summer,2012,Casual,John Players Men Check Green Shirt,2078,False
45359,Women,Footwear,Shoes,Heels,White,Summer,2016,Casual,Cobblerz Women White Sandals,1658,True
59706,Women,Apparel,Innerwear,Bra,Red,Summer,2014,Casual,Avirate Red & White Bra,4005,False
5990,Men,Apparel,Topwear,Shirts,Purple,Summer,2011,Casual,Locomotive Men Purple Checked Shirt,2289,False
4842,Women,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Sher Singh Women India White Polo T-shirt,1141,False
11089,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,Scullers Men Blue Check Shirt,3388,False
59534,Women,Accessories,Jewellery,Earrings,Silver,Summer,2013,Casual,Lucera Silver Earrings,3833,False
32805,Women,Footwear,Shoes,Heels,White,Summer,2012,Casual,iPanema Women Ritmos White Heels,1104,False
36499,Women,Apparel,Topwear,Kurtas,Red,Summer,2012,Ethnic,Folklore Women Red Kurta,798,False
44885,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2012,Casual,Puma Men Navy Blue Striped Polo neck T-shirt,1184,False
10369,Men,Apparel,Topwear,Shirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Checks Blue Shirts,2668,False
40419,Women,Apparel,Topwear,Tops,White,Summer,2012,Casual,Tonga Women White & Blue Printed Top,718,False
38503,Girls,Apparel,Bottomwear,Shorts,Blue,Summer,2012,Casual,Gini and Jony Girls Woven Blue Shorts,2802,False
53832,Women,Apparel,Topwear,Kurtas,Black,Summer,2012,Ethnic,Folklore Women Black Kurta,2131,False
32039,Men,Accessories,Socks,Socks,Grey,Summer,2016,Casual,Playboy Men Grey & Black Socks,338,True
3069,Women,Apparel,Topwear,Tshirts,Cream,Summer,2011,Casual,Tantra Women Cream T-shirt,3368,False
8481,Women,Apparel,Dress,Dresses,Peach,Fall,2011,Casual,Forever New Women Peach Dress,780,False
17970,Men,Footwear,Sandal,Sandals,Black,Fall,2011,Casual,Puma Men Hopper Black Sandal,2269,False
9553,Men,Apparel,Topwear,Tshirts,Black,Summer,2011,Casual,Nike Men As Ad Badge Black T-Shirts,1852,False
48674,Women,Accessories,Jewellery,Earrings,Silver,Summer,2012,Casual,Lucera Women Silver Earrings,973,False
51759,Women,Footwear,Shoes,Heels,Beige,Winter,2015,Casual,Catwalk Women Beige Peep Toes,4058,True
3855,Girls,Apparel,Topwear,Tshirts,Red,Summer,2011,Casual,Disney Kids Girl's Red Pretty as a Flower Kidswear,4154,False
2987,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2012,Casual,iD Men's Casual Leather Brown Shoe,3286,False
28791,Men,Apparel,Bottomwear,Jeans,Black,Summer,2012,Casual,Denizen Men Black Jeans,1090,False
18938,Men,Apparel,Topwear,Tshirts,Purple,Fall,2011,Casual,Levi's Men Graphic Print Purple Tshirt,3237,False
39889,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,ADIDAS Men Desma White Sports Shoes,4188,False
41993,Boys,Apparel,Bottomwear,Shorts,Black,Summer,2012,Casual,Gini and Jony Boys Customised Black Shorts,2292,False
4628,Men,Footwear,Sandal,Sandals,Brown,Summer,2011,Casual,ADIDAS Men Terra Lea Brown Sandal,927,False
56924,Women,Footwear,Shoes,Heels,Yellow,Winter,2012,Casual,HM Women Yellow Flats,1223,False
20198,Men,Apparel,Topwear,Sweatshirts,Blue,Fall,2011,Casual,Wrangler Men North Carolina Blue Sweatshirt,497,False
56118,Women,Personal Care,Lips,Lipstick,Pink,Spring,2017,Casual,Colorbar Coral Crush Lip Pot 006,417,True
24538,Women,Apparel,Topwear,Kurtas,Green,Fall,2011,Ethnic,Mother Earth Women Green Kurta,837,False
37913,Women,Apparel,Topwear,Tops,Yellow,Summer,2012,Casual,Mineral Women Yellow Top,2212,False
38167,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Miami Blues Women Sunglasses,2466,True
9137,Men,Footwear,Shoes,Casual Shoes,Black,Summer,2011,Casual,Puma Men Vibrant VI Black Casual Shoes,1436,False
48210,Men,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,United Colors of Benetton Men Brown Sunglasses,509,True
6943,Men,Apparel,Topwear,Tshirts,Green,Summer,2011,Casual,Tantra Men's Decade Ago Green T-shirt,3242,False
18560,Women,Footwear,Shoes,Heels,Blue,Winter,2015,Casual,Catwalk Women Casual Blue Flats,2859,True
13188,Men,Footwear,Shoes,Sports Shoes,Black,Fall,2011,Sports,Fila Men Dls Spry Black Sports Shoes,1487,False
7891,Men,Apparel,Topwear,Tshirts,Cream,Fall,2011,Casual,Proline Men Pack of 3 T-shirts,4190,False
47258,Men,Apparel,Innerwear,Briefs,Navy Blue,Summer,2016,Casual,FCUK Underwear Men Navy Blue Brief,3557,True
12866,Men,Footwear,Sandal,Sandals,Black,Spring,2012,Casual,Lee Cooper Men Casual Black Slippers,1165,False
35678,Men,Footwear,Shoes,Casual Shoes,Brown,Summer,2013,Casual,U.S. Polo Assn. Men Brown Shoes,3977,False
29227,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports,ADIDAS Men Mactelo Black Sports Shoes,1526,False
18752,Women,Apparel,Topwear,Tops,Brown,Fall,2011,Casual,Arrow Woman Kiki Brown Top,3051,False
30138,Women,Apparel,Topwear,Tshirts,Pink,Summer,2012,Casual,Flying Machine Women Printed Pink T-shirt,2437,False
9305,Men,Apparel,Topwear,Tshirts,Yellow,Fall,2011,Casual,Indian Terrain Men Montez Yellow T-shirt,1604,False
48022,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,Helix Women White Dial Watch,321,True
42518,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012,Ethnic,Mother Earth Women Purple Kurta,2817,False
29829,Men,Apparel,Topwear,Shirts,Purple,Summer,2012,Casual,Basics Men Purple Checked Shirt,2128,False
46984,Women,Accessories,Bags,Handbags,Black,Summer,2012,Casual,Bulchee Women Black Handbag,3283,False
19680,Women,Apparel,Topwear,Sweatshirts,Magenta,Summer,2011,Casual,United Colors of Benetton Women Solid Magenta Sweatshirt,3979,False
34598,Women,Apparel,Dress,Dresses,Black,Summer,2012,Casual,Tonga Women Printed Black Dress,2897,False
30904,Women,Apparel,Bottomwear,Salwar,Mustard,Summer,2012,Ethnic,Fabindia Women Mustard Salwar,3203,False
29015,Men,Apparel,Topwear,Tshirts,Blue,Summer,2012,Casual,ADIDAS Men Dassler Blue T-shirt,1314,False
59362,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Vishudh Women White Printed Kurta,3661,False
21278,Women,Accessories,Eyewear,Sunglasses,Brown,Winter,2016,Casual,Allen Solly Women Sunglasses AS150-C3,1577,True
39287,Men,Footwear,Sandal,Sandals,Black,Summer,2018,Casual,Red Chief Men Black Sandals,3586,True
15871,Girls,Footwear,Shoes,Casual Shoes,Pink,Winter,2012,Casual,Warner Bros Kids Girls TJ Notebook Canvas Pink Casual Shoes,4170,False
5194,Men,Apparel,Topwear,Tshirts,Navy Blue,Summer,2011,Casual,Superman Men's Superman Inside Navy T-shirt,1493,False
37741,Men,Apparel,Topwear,Shirts,Blue,Summer,2012,Casual,John Players Men Stripes Blue Shirt,2040,False
21624,Women,Apparel,Innerwear,Bra,Black,Summer,2014,Casual,Enamor Women Smooth Black Bra,1923,False
4046,Men,Footwear,Shoes,Sports Shoes,White,Summer,2011,Sports,ADIDAS Men's Allegra 4M White Navy Blue Black Shoe,345,False
36693,Men,Footwear,Sandal,Sandals,Brown,Summer,2012,Casual,Spalding Men Brown Sandals,992,False
45361,Women,Footwear,Shoes,Heels,Brown,Summer,2016,Casual,Cobblerz Women Brown Sandals,1660,True
24356,Women,Apparel,Topwear,Kurtas,Pink,Fall,2011,Ethnic,Folklore Women Pink  Kurta,655,False
40613,Women,Apparel,Topwear,Kurtas,Purple,Summer,2012,Ethnic,Span Women Purple Kurta,912,False
1534,Men,Apparel,Topwear,Tshirts,Black,Fall,2010,Casual,Puma Men Black Leaping Cat T-shirt,1833,False
32233,Women,Apparel,Topwear,Kurtas,White,Summer,2012,Ethnic,Fabindia Women Printed Pink Kurta,532,False
25284,Women,Accessories,Bags,Handbags,Brown,Summer,2012,Casual,Lino Perros Women Leatherite Brown Handbag,1583,False
26401,Men,Apparel,Topwear,Shirts,Red,Summer,2012,Casual,Turtle Men Check Red Shirt,2700,False
12634,Men,Apparel,Topwear,Tshirts,Maroon,Fall,2011,Casual,Probase Men Printed Maroon Tshirts,933,False
42144,Men,Footwear,Shoes,Sports Shoes,Black,Summer,2012,Sports,Nike Men Black Roshe Run Sports Shoes,2443,False
3263,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Guerrilla Men's Need Money Yellow T-shirt,3562,False
30564,Men,Accessories,Eyewear,Sunglasses,Steel,Winter,2016,Casual,Opium Men Aviator Pink Sunglasses,2863,True
9759,Men,Apparel,Topwear,Tshirts,Navy Blue,Fall,2011,Casual,Classic Polo Men Navy Blue Polo Tshirts,2058,False
35016,Women,Accessories,Stoles,Stoles,Red,Summer,2012,Casual,Fabindia Women Cream Printed Stole,3315,False
42978,Men,Apparel,Innerwear,Boxers,Black,Summer,2016,Casual,FCUK Black Boxers,3277,True
29449,Men,Accessories,Watches,Watches,Black,Winter,2016,Casual,Giordano Men Black Dial Watch,1748,True
51553,Men,Accessories,Watches,Watches,Brown,Winter,2016,Casual,Fastrack Men Brown Dial Watch,3852,True
50481,Men,Apparel,Innerwear,Briefs,Navy Blue,Winter,2016,Casual,Chromozome Men Navy Blue Briefs,2780,True
23173,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Mark Taylor Men Grey Printed T-shirt,3472,False
6711,Men,Apparel,Topwear,Tshirts,Brown,Summer,2011,Casual,Locomotive Men's Round Neck Brown T-shirt,3010,False
31684,Men,Footwear,Shoes,Sports Shoes,White,Summer,2012,Sports,Nike Men Multicourt White Sports Shoes,3983,False
3051,Men,Apparel,Topwear,Tshirts,Yellow,Summer,2011,Casual,Tantra Men's Time Zone Yellow T-shirt,3350,False
26633,Men,Footwear,Shoes,Casual Shoes,White,Summer,2012,Casual,Puma Men Future Cat M2 White Casual Shoes,2932,False
12406,Men,Accessories,Socks,Socks,Beige,Summer,2016,Formal,Reid & Taylor Men Stripes Beige Socks,705,True
17948,Men,Apparel,Bottomwear,Track Pants,Grey,Fall,2011,Sports,Puma Men South Africa  Grey Track Pant,2247,False
30756,Men,Apparel,Topwear,Kurtas,Green,Summer,2012,Ethnic,Fabindia Men Green Kurta,3055,False
2183,Men,Apparel,Topwear,Tshirts,Grey,Spring,2011,Casual,Probase Men Grey T-shirt,2482,False
51761,Women,Footwear,Shoes,Heels,Brown,Winter,2015,Casual,Catwalk Women Brown Peep Toes,4060,True
6523,Women,Apparel,Bottomwear,Capris,Black,Summer,2011,Sports,Nike Women Strong Poly Black Capri,2822,False
18900,Women,Apparel,Topwear,Tops,Black,Fall,2011,Casual,Arrow Woman Igor Black Top,3199,False
47604,Women,Footwear,Shoes,Heels,Multi,Winter,2012,Casual,Portia Women Multi Coloured Wedges,3903,False
17174,Men,Apparel,Topwear,Shirts,Brown,Fall,2011,Casual,U.S. Polo Assn. Men Checks Brown Shirt,1473,False
53036,Women,Apparel,Saree,Sarees,Blue,Summer,2012,Ethnic,FNF Printed Blue Sari,1335,False
44081,Women,Personal Care,Fragrance,Perfume and Body Mist,Red,Spring,2017,Casual,Hugo Women Perfume,380,True
4274,Men,Footwear,Shoes,Casual Shoes,Grey,Summer,2011,Casual,Rockport Men's Capella Grey Shoe,573,False
45153,Men,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Casio Enticer Men Silver Analogue Watch MTP-1303D-7AVDF(A494),1452,True
15623,Women,Apparel,Topwear,Sweatshirts,Purple,Fall,2011,Casual,Nike Women AS Squad Fleece FZ Hoody Purple Sweatshirts,3922,False
21416,Women,Apparel,Topwear,Tops,Pink,Winter,2012,Casual,Roxy Women Pink Top,1715,False
40421,Women,Apparel,Topwear,Tops,Black,Summer,2012,Casual,Tonga Women Black & Beige Top,720,False
24164,Women,Apparel,Topwear,Kurtas,Grey,Fall,2011,Ethnic,Aurelia Women Grey Kurta,463,False
10351,Women,Apparel,Bottomwear,Skirts,Grey,Fall,2011,Casual,United Colors of Benetton Women Check Skirt Grey Skirts,2650,False
57496,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2012,Formal,Lee Cooper Men Black Shoes,1795,False
56544,Women,Personal Care,Eyes,Mascara,Black,Spring,2017,Casual,Streetwear Black Mascara 01,843,True
11283,Men,Apparel,Bottomwear,Jeans,Blue,Winter,2016,Casual,Wrangler Men Blue Texas Jeans,3582,True
32001,Men,Accessories,Socks,Socks,Navy Blue,Summer,2016,Formal,Playboy Men Navy Blue Socks,300,True
54677,Women,Accessories,Watches,Watches,Black,Winter,2016,Casual,Fastrack Women Black Dial Watch NB9735NL02,2976,True
18558,Women,Footwear,Shoes,Heels,Tan,Winter,2015,Casual,Catwalk Women Casual Tan Heels,2857,True
27385,Men,Apparel,Loungewear and Nightwear,Night suits,Black,Summer,2016,Casual,2go Active Gear USA Men Lounge Set,3684,True
30332,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Casual,Myntra Men Mere Pass Maal Hai Black T-shirt,2631,False
48228,Men,Accessories,Eyewear,Sunglasses,Black,Winter,2016,Casual,United Colors of Benetton Men Black Sunglasses,527,True
12062,Women,Apparel,Topwear,Kurtas,Navy Blue,Fall,2011,Ethnic,W Women Printed Navy Blue Kurtas,361,False
6147,Unisex,Footwear,Sandal,Sandals,Grey,Summer,2011,Casual,Puma Unisex K9 Grey Yellow Floater,2446,False
47260,Men,Apparel,Innerwear,Briefs,White,Summer,2016,Casual,FCUK Underwear Men White Brief,3559,True
17510,Men,Apparel,Topwear,Tshirts,White,Fall,2011,Casual,Classic Polo Men Stripes White Polo T-Shirt,1809,False
9933,Men,Apparel,Topwear,Tshirts,Grey,Fall,2011,Casual,Basics Men Grey Polo T-shirt,2232,False
23725,Men,Accessories,Eyewear,Sunglasses,Steel,Winter,2016,Casual,Ray-Ban Men High Street Steel Sunglasses,4024,True
4610,Unisex,Accessories,Bags,Backpacks,Green,Winter,2015,Casual,Wildcraft Unisex Green & Grey Printed Backpack,909,True
15247,Men,Footwear,Shoes,Casual Shoes,Black,Fall,2011,Casual,ADIDAS Originals Men Superstar 11 IS Black Casual Shoes,3546,False
38963,Unisex,Accessories,Bags,Rucksacks,Yellow,Winter,2018,Casual,Wildcraft Unisex Yellow & Grey Colourblocked Rucksack,3262,True
53452,Women,Footwear,Shoes,Flats,Brown,Winter,2015,Casual,Catwalk Women Brown Casual Shoes,1751,True
14395,Women,Footwear,Shoes,Heels,Pink,Summer,2012,Casual,Enroute Women Casual Pink Flats,2694,False
37117,Men,Apparel,Topwear,Shirts,Blue,Fall,2012,Formal,Wills Lifestyle Men Blue Striped Shirt,1416,False
56120,Women,Personal Care,Lips,Lip Gloss,Brown,Spring,2017,Casual,Colorbar Warm Me Up Lip Pot 001,419,True
58886,Men,Accessories,Ties,Ties,Lavender,Summer,2012,Casual,Hakashi Men Lavender Tie,3185,False
24500,Women,Apparel,Topwear,Kurtas,Beige,Fall,2011,Ethnic,Mother Earth Women Beige Printed Kurta,799,False
10735,Women,Accessories,Bags,Handbags,Black,Winter,2015,Casual,Murcia Women Mcc Black Black Handbags,3034,True
15075,Men,Apparel,Topwear,Shirts,Beige,Fall,2011,Casual,Mother Earth Men Solid Beige Shirts,3374,False
21240,Men,Personal Care,Fragrance,Deodorant,Black,Spring,2017,Casual,Manchester United Men Black Deo,1539,True
4422,Men,Apparel,Topwear,Tshirts,White,Summer,2011,Casual,Wrangler Men's Blues Printed Polo White T-shirt,721,False
37325,Women,Accessories,Watches,Watches,White,Winter,2016,Casual,CASIO Sheen Women White Dial Watch SX035 SHE-4500D-7ADR,1624,True
53660,Women,Accessories,Bags,Handbags,Coffee Brown,Summer,2012,Casual,Kiara Women Coffee Brown Handbags,1959,False
15849,Unisex,Footwear,Flip Flops,Flip Flops,Red,Fall,2011,Casual,Warner Bros Kids Unisex SD Safari Flop Red Slippers,4148,False
32657,Men,Apparel,Topwear,Tshirts,Black,Summer,2012,Sports,Nike Men Race Black T-shirt,956,False
56312,Women,Accessories,Watches,Watches,Silver,Winter,2016,Casual,Fastrack Women Silver Dial Watch,611,True
24732,Men,Apparel,Topwear,Tshirts,Blue,Fall,2011,Casual,United Colors of Benetton Men Blue Printed T-shirt,1031,False
10507,Women,Apparel,Topwear,Tshirts,Pink,Fall,2011,Casual,Flying Machine Women Pink Polo Tshirts,2806,False
30100,Men,Apparel,Bottomwear,Jeans,Blue,Summer,2012,Casual,Flying Machine Men Washed Blue Jeans,2399,False
13382,Women,Footwear,Shoes,Casual Shoes,Brown,Fall,2011,Casual,Timberland Women Femmes Brown Casual Shoes,1681,False
26065,Men,Apparel,Topwear,Shirts,Black,Summer,2012,Formal,John Miller Men Check Black Shirt,2364,False
55597,Men,Apparel,Topwear,Shirts,Navy Blue,Summer,2012,Casual,Peter England Men Navy Blue Shirt,3896,False
42520,Men,Apparel,Topwear,Shirts,Maroon,Summer,2012,Casual,Mother Earth Men Maroon Shirt,2819,False
